"AED모델명","우편번호(앞자리)","우편번호(뒤자리)","관리책임자명","관리자연락처","설치기관주소","설치기관전화번호","설치위치","제조사","설치기관명","경도","위도"
"i-PAD NF1200","073","42","오주호","02-784-7080","서울특별시 영등포구 여의대방로 372 여의도복지관","02-784-7080","2층 로비 캐비닛 위","씨유메디칼시스템","여의도노인복지관","126.9307705939","37.5181419532"
"i-PAD NF1200","073","42","오주호","02-784-7080","서울특별시 영등포구 여의대방로 372 여의도복지관","02-784-7080","지하 1층 식당","씨유메디칼시스템","여의도노인복지관","126.9307705939","37.5181419532"
"Heartstart FRX","073","05","김동석","02-2638-2152","서울특별시 영등포구 영중로 15","02-2638-2152","지하2층 키즈앤키즈 앞","필립스","경방타임스퀘어","126.9037159937","37.5172332566"
"i-PAD NFK200","122","868","이송희","02-354-0514","서울특별시 은평구 연서로41길 30 (불광동)","023540514","2층 보건실 내","메디아나","연천중학교","126.9258198483","37.6275452130"
"i-PAD NFK200","033","22","이안옥","02-355-1342","서울특별시 은평구 갈현로29길 27 선일여자중학교","02-355-0161","1층 교무실 앞 복도","씨유메디칼시스템","선일여자중학교","126.9119930732","37.6203042094"
"HeartPlus NT-180","086","56","문권화","010-3236-7135","서울특별시 금천구 금하로29길 36","028026765","2층","나눔테크","혜명양로원","126.9140884664","37.4512729452"
"HeartPlus NT-180","086","45","이정애","02-809-8242","서울특별시 금천구 금하로 764","02-809-8242","금천구립시흥도서관 2층 안내데스크","나눔테크","구립시흥도서관","126.9146119014","37.4496319484"
"HeartPlus NT-180","085","99","정대섭","02-899-5126","서울특별시 금천구 한내로 62","02-899-5126","관리사무소 입구","(주)나눔테크","독산한신아파트","126.8880292843","37.4565207925"
"HeartPlus NT-180","086","11","조은희","2627-2654","서울특별시 금천구 시흥대로73길 70 금천구청종합청사 (시흥동)","02-2627-2686","보건소 5층 보건소장실","(주)나눔테크","금천구보건소","126.8960351556","37.4570651099"
"HeartPlus NT-180","085","20","황대인","02-857-5630","서울특별시 금천구 가산로 99","02-857-5360","가산두산위브아파트 관리사무소","(주)나눔테크","가산두산위브아파트","126.8912875973","37.4761550589"
"HeartPlus NT-180","086","32","김휘옥","02-802-9013","서울특별시 금천구 시흥대로59길 20 로뎀복지요양원","02-802-9012","로뎀복지요양원 간호실 입구","나눔테크","로뎀복지요양원","126.8996161682","37.4534798331"
"HaertPlus NT-180","086","32","장은지","02-804-6141","서울특별시 금천구 금하로 596 인영실버빌딩","02-804-6141","5층","나눔테크","노인요양센터인영실버","126.8979500947","37.4534356982"
"I-PAD NFK200","122","951","조아라","070-5008-5776","서울특별시 은평구 가좌로5길 5 (응암동)","07050085776","본관2층 교무실내 오른쪽 기둥","씨유메디칼시스템","충암중학교","126.9218094828","37.5846402882"
"HeartStart HS1","044","01","권오성","010-5452-9406","서울특별시 용산구 대사관로 59 순천향대학교 서울병원","02-709-9119","사이버나이프센터 내 CT실 안쪽","필립스","순천향대학교 서울병원","127.0038780334","37.5342808357"
"HeartStart HS1","044","01","권오성","010-5452-9406","서울특별시 용산구 대사관로 59 순천향대학교 서울병원","02-709-9119","주사실","필립스","순천향대학교 서울병원","127.0038784859","37.5342802050"
"HeartStart HS1","044","01","권오성","010-5452-9406","서울특별시 용산구 대사관로 59 순천향대학교 서울병원","02-709-9119","별관 지하 1층 CT검사실","필립스","순천향대학교 서울병원","127.0038780334","37.5342808357"
"HeartStart HS1","044","01","권오성","010-5452-9406","서울특별시 용산구 대사관로 59 순천향대학교 서울병원","02-709-9119","종합건강증진센터","필립스","순천향대학교 서울병원","127.0038784859","37.5342802050"
"HeartStart HS1","044","01","권오성","010-5452-9406","서울특별시 용산구 대사관로 59 순천향대학교 서울병원","02-709-9119","향설교육관2층 직업환경의학과11잔료실","필립스","순천향대학교 서울병원","127.0038780334","37.5342808357"
"HeartOn A10","031","56","박서형","02-3781-2095","서울특별시 종로구 삼봉로 48","02-3781-2008","시그나타워 13층  헬스케어센터 내 위치","메디아나","라이나생명보험(주)","126.9799861651","37.5720670587"
"HeartOn A15-G4","152","849","손미희","02-859-0501","서울특별시 구로구 디지털로27길 76 (구로동)","028590501","중앙현관 좌측","㈜메디아나","서울구로남초등학교","126.8902176384","37.4842054836"
"HeartOn A15-G4","152","899","안유진","02-2688-2646","서울특별시 구로구 서해안로24길 22 (오류동)","0226882646","1층 입구","메디아나","서울오류남초등학교","126.8391127262","37.4896865179"
"HeartOn A15-G4","152","868","윤효정","02-2107-9130","서울특별시 구로구 구일로 90-133 (구로동)","022107-9167","1층 보건실 앞 복도","메디아나","구일중학교","126.8737682553","37.4953002740"
"HeartOn A15-G4","152","130","최선희","010-9723-1719","서울특별시 구로구 천왕로1길 11 (천왕동)","02-6343-4300","1층 보건실 앞","메디아나","서울천왕초등학교","126.8370629317","37.4814559796"
"HeartPro NT-280","025","12","한영민","02-2248-2943","서울특별시 동대문구 한천로 248 (휘경동 57)","02-2248-2943","경비2초소","(주)나눔테크","휘경주공1단지아파트","127.0699891300","37.5825592763"
"HeartPro NT-280","025","12","한영민","02-2248-2943","서울특별시 동대문구 한천로 248 (휘경동 57)","02-2248-2943","경비4초소","(주)나눔테크","휘경주공1단지아파트","127.0705606804","37.5823663487"
"HeartPro NT-280","025","12","한영민","02-2248-2943","서울특별시 동대문구 한천로 248 (휘경동 57)","02-2248-2943","경비5초소","(주)나눔테크","휘경주공1단지아파트","127.0713587435","37.5822656335"
"HEARTON A15-G4","025","11","최양희","010-2773-1714","서울특별시 동대문구 장안벚꽃로 309 (휘경동 49-27)","02-2248-4644","보건실앞마루채1층돌봄교실옆","메디아나","휘봉초등학교","127.0700416383","37.5856764110"
"HeartPlus NT-180","026","32","송경숙","010-4729-5390","서울특별시 동대문구 한천로6길 21 (장안동 239-1)","02-2244-0488","본관 1층 중앙현관 앞","나눔테크","군자초등학교","127.0605232985","37.5641223174"
"Heart Saver","027","13","박현숙","02-940-7206","서울특별시 성북구 서경로 124 (정릉동)","02-940-7206","혜인관 로비","나눔테크","서경대학교","127.0127851679","37.6148717517"
"Heart Saver","027","13","박현숙","02-940-7206","서울특별시 성북구 서경로 124 (정릉동)","02-940-7206","유담관 게이트","나눔테크","서경대학교","127.0127851679","37.6148717517"
"Heart Saver","027","13","박현숙","02-940-7206","서울특별시 성북구 서경로 124 (정릉동)","02-940-7206","북악관 로비","필립스","서경대학교","127.0127851679","37.6148717517"
"Heart Start","027","13","담당","02-940-7206","서울특별시 성북구 서경로 124 (정릉동)","02-940-7206","유담관 스포렉스","필립스","서경대학교","127.0127851679","37.6148717517"
"HEARTON A15-G4","024","52","김은아","02-962-1341","서울특별시 동대문구 회기로25길 31 (회기동 1-1)","029621341","푸름채 현관 행정실 옆","메디아나","청량초등학교","127.0559084787","37.5923093987"
"HEARTON A15-G4","026","41","서학원","02-2214-0258","서울특별시 동대문구 장한로14길 61 (장안동 353-1)","0222140258","보건실 앞","메디아나","안평초등학교","127.0720334225","37.5659682135"
"HEART-SAVER-A","076","91","윤소영","02-2695-9442","서울특별시 강서구 강서로 266 관리동앞","0226959442","관리사무소 옆 상황실","나눔테크","우장산아이파크e편한세상아파트","126.8387637812","37.5493538324"
"HeartPlus NT-180","025","92","김정임","010-6380-4133","서울특별시 동대문구 천호대로 177 (답십리동 463-13)","02-2212-1485","본관 1층 기획연구실 바로 앞 복도","나눔테크","신답초등학교","127.0429616875","37.5727046089"
"i-PAD NFK200","020","65","이윤주","010-4049-6117","서울특별시 중랑구 망우로73길 46-1 중랑숲어린이도서관","02-6235-1154","1층 유아자료실 안내데스크내","(주)씨유메디칼시스템","중랑숲어린이도서관","127.1039270514","37.6026669324"
"HeartOn A15-G4","053","68","한동하","02-2225-1162","서울특별시 강동구 진황도로61길 53 중앙보훈병원 (둔촌동)","02-2225-1716","70병동","메디아나","중앙보훈병원","127.1467188617","37.5282209009"
"i-PAD CU-SP1 Plus","058","56","홍성칠","010-8889-2701","서울특별시 송파구 법원로 101 서울동부지방법원","02-2204-2453","1층 종합민원실 안쪽","씨유메디칼시스템","서울동부지방법원","127.1197515908","37.4834944551"
"i-PAD CU-SP1 Plus","058","56","홍성칠","010-8889-2701","서울특별시 송파구 법원로 101 서울동부지방법원","02-2204-2453","1층 민사신청과","씨유메디칼시스템","서울동부지방법원","127.1197515908","37.4834944551"
"i-PAD CU-SP1 Plus","058","56","홍성칠","010-8889-2701","서울특별시 송파구 법원로 101 서울동부지방법원","02-2204-2453","2층 민사신청과분실 등기운영과 사이","씨유메디칼시스템","서울동부지방법원","127.1197515908","37.4834944551"
"i-PAD CU-SP1 Plus","058","56","홍성칠","010-8889-2701","서울특별시 송파구 법원로 101 서울동부지방법원","02-2204-2453","민원동1층","씨유메디칼시스템","서울동부지방법원","127.1197515908","37.4834944551"
"i-PAD CU-SP1 Plus","058","56","홍성칠","010-8889-2701","서울특별시 송파구 법원로 101 서울동부지방법원","02-2204-2453","1층 안내데스크옆","씨유메디칼시스템","서울동부지방법원","127.1197515908","37.4834944551"
"i-PAD CU-SP1 Plus","058","56","홍성칠","010-8889-2701","서울특별시 송파구 법원로 101 서울동부지방법원","02-2204-2453","법정동 1층 안쪽","씨유메디칼시스템","서울동부지방법원","127.1197515908","37.4834944551"
"I-PAD(NFK200)","058","23","김대영","02-3402-1037","서울특별시 송파구 동남로 193 가락쌍용1차아파트","0234021037","2층 관리사무소 입구","씨유메디컬","가락쌍용1차","127.1292251319","37.4946987693"
"HeartPlus NT-180","047","27","백유미","02-2022-0819","서울특별시 성동구 금호로 118  (금호동1가)","02-2022-0819","1층 중앙현관(엘레베이터 옆)","나눔테크","금호고등학교","127.023435367","37.5536205982"
"HeartPlus NT-180","043","14","남궁명옥","02-717-4613","서울특별시 용산구 원효로97길 33-4","02-3273-1646","제2호관 체육관","(주)나눔테크","선린인터넷고등학교","126.9660386931","37.5427698351"
"HeartPlus NT-180","047","69","윤규삼","02-725-5526","서울특별시 성동구 왕십리로 63  (성수동1가)","02-725-5526","언더스탠드에비뉴 안내데스크 앞","나눔테크","언더스탠드에비뉴","127.0435874895","37.543621002"
"HeartPlus NT-180","044","23","김양희","070-4673-1509","서울특별시 용산구 이촌로 255 신용산초등학교 (이촌동)","02-793-2807","중앙현광 1층 통로","(주)나눔테크","신용산초등학교","126.9753662601","37.5206295929"
"HeartPlus NT-180","047","16","심해영","02-2200-1713","서울특별시 성동구 고산자로 197  (행당동)","02-2200-1713","본관 중앙현관 옆","나눔테크","무학여자고등학교","127.0334321076","37.5570095459"
"Heart plus NT-180","083","50","안현철","02-2066-1515","서울특별시 구로구 오류로 36-25 50플러스 수영장 (오류동)","070-4944-1707","지하2층 엘레베이트 오른쪽 벽면","나눔테크","50+수영장","126.8418482703","37.4884250175"
"HeartPlus NT-180","047","16","민영혜","02-2292-9847","서울특별시 성동구 행당로 120  (행당동)","02-2281-5821","체육관 건물 1층 보건실 옆","나눔테크","무학중학교","127.0319922423","37.5577011900"
"HeartOn A15-G4","152","872","박성숙","02-860-2383","서울특별시 구로구 구로동로26길 54 (구로동)","02-830-1623","도서관 내","㈜메디아나","구로꿈나무어린이도서관","126.8865592981","37.4898783758"
"HeartOn A15-G4","083","83","김소희","02-830-5807","서울특별시 구로구 디지털로27길 65","028305807","2-3층 계단","㈜메디아나","꿈마을도서관","126.8901702696","37.4871365534"
"HeartPlus NT-180","055","01","황진하","422-3946","서울특별시 송파구 백제고분로 11 신천중학교","4223946","1층 보건실 앞","나눔테크","신천중학교","127.0792833898","37.5162500127"
"HeartPlus  NT-180","048","09","박준현","010-8360-6306","서울특별시 성동구 자동차시장3길 64  (용답동 중랑물재생센터)","02-2211-2561","서울하수도과학관 1층","나눔테크","서울시중랑물재생센터(서울하수도과학관)","127.0579465176","37.5577208575"
"HeartPlus NT-180","048","09","박준현","010-8360-6306","서울특별시 성동구 자동차시장3길 64  (용답동 중랑물재생센터)","02-2211-2561","서울하수도과학관 2층","나눔테크","서울시중랑물재생센터(서울하수도과학관)","127.0579464618","37.5576487777"
"NT-180","014","12","김세연","02-998-0376","서울특별시 도봉구 노해로69길 150","02-998-0376","3층 청운관","나눔테크","자운고등학교","127.0506904347","37.6590458656"
"Heartplus NT-180","033","11","김신혜","02-351-3691","서울특별시 은평구 진관1로 21-20  (진관동)","02-351-3561","1층 급식실 앞","나눔테크","서울은진초등학교","126.9209960070","37.6330440427"
"HeartPlus NT-180","056","49","조명진","403-8823","서울특별시 송파구 양재대로 1196","4038823","중앙현관복도","메디아나","오륜초등학교","127.1345092265","37.5124241077"
"Heartpro NT-280","033","11","김신혜","02-351-3691","서울특별시 은평구 진관1로 21-20  (진관동)","02-351-3561","1층 중앙 현관 앞","나눔테크","서울은진초등학교","126.9209960070","37.6330440427"
"HeartPlus NT-180","011","58","조영훈","02-944-9375","서울특별시 강북구 솔매로50길 65 서울특별시성북강북교육지원청 (미아동)","02-944-9375","신관4층 강당 입구 우측 벽면","나눔테크","서울특별시성북강북교육지원청","127.0285400876","37.6237270551"
"HeartPlus NT-180","011","58","조영훈","02-944-9375","서울특별시 강북구 솔매로50길 65 서울특별시성북강북교육지원청 (미아동)","02-944-9375","본관 1층 로비 좌측 벽면","나눔테크","서울특별시성북강북교육지원청","127.0284050165","37.6239060237"
"NT-180","034","76","장정순(2층외래)","02-300-8014","서울특별시 은평구 백련산로 90 은평병원 (응암동)","023008014","은평병원 5층 52병동 내부","나눔테크","서울특별시은평병원","126.9232108153","37.5939697216"
"HeartPlus NT-180","034","76","유점순(42)","02-300-8014","서울특별시 은평구 백련산로 90 은평병원 (응암동)","023008014","은평병원 4층 42병동 내부","나눔테크","서울특별시은평병원","126.9232108153","37.5939697216"
"HeartOn A10","044","23","김양희","070-4673-1509","서울특별시 용산구 이촌로 255 신용산초등학교 (이촌동)","02-793-2807","보건실 내","(주)메디아나","신용산초등학교","126.9753662601","37.5206295929"
"NT-180","013","38","오경숙","02-2289-6675","서울특별시 도봉구 방학로 32  (방학동)","02-2289-6675","본관 1층 복도","나눔테크","창동중학교","127.048997762","37.6632307384"
"HeartPro-NT280","025","12","김정수","010-5421-2252","서울특별시 동대문구 한천로 248","2217-1045","경로당","(주)나눔테크","휘경주공2단지","127.0718963113","37.5832365781"
"HeartPro-NT280","025","12","김정수","010-5421-2252","서울특별시 동대문구 한천로 248","2217-1045","3초소 경비실","(주)나눔테크","휘경주공2단지","127.0718963113","37.5832365781"
"NF1200","025","81","오혜림","940-2202","서울특별시 동대문구 안암로 6 대광중고등학교 (신설동)","940-2235","신관1층 직원화장실 옆","씨유메디칼시스템","대광고등학교","127.0243533269","37.5784086146"
"T-PAD NFK200","065","98","박재옥","0222584144","서울특별시 서초구 고무래로 71 반포고등학교 (반포동)","02-2258-4144","중앙현관 입구","(주)씨유 메디컬시스템","반포고등학교","127.0165116802","37.5027043552"
"NT-381","025","55","윤유지","02-32997290","서울특별시 동대문구 왕산로 214 청량리역롯데백화점 (전농동)","02-3299-7290","3층 맞이방(간선)","(주)나눔테크","청량리역사(코레일)","127.0511470763","37.5841961381"
"NT-381","025","55","윤유지","02-32997290","서울특별시 동대문구 왕산로 214 청량리역롯데백화점 (전농동)","02-3299-7290","3층 맞이방(광역)","(주)나눔테크","청량리역사(코레일)","127.0479016084","37.5799655333"
"i-PAD CU-SP1","043","20","한윤도","02-3149-2510","서울특별시 용산구 한강대로 405 서울역(철도역) (동자동)","0231492540","2층 자동발매기 옆","(주)씨유메디칼시스템","한국철도공사 서울역","126.9718937602","37.5544791307"
"i-PAD CU-SP1","043","20","한윤도","02-3149-2510","서울특별시 용산구 한강대로 405 서울역(철도역) (동자동)","0231492540","3 4 승강장","(주)씨유메디칼시스템","한국철도공사 서울역","126.9715710030","37.5550511869"
"i-PAD CU-SP1","043","20","한윤도","02-3149-2510","서울특별시 용산구 한강대로 405 서울역(철도역) (동자동)","0231492540","56 승강장","(주)씨유메디칼시스템","한국철도공사 서울역","126.9717340524","37.5548376896"
"i-PAD CU-SP1","043","77","김다운","02-3780-5568","서울특별시 용산구 한강대로23길 55 용산역 (한강로3가)","0237805410","3번 출구 앞","(주)씨유메디칼시스템","용산역 경부선","126.9654430008","37.5298801289"
"i-PAD CU-SP1","043","77","김다운","02-3780-5568","서울특별시 용산구 한강대로23길 55 용산역 (한강로3가)","0237805410","7 8 승강장","(주)씨유메디칼시스템","용산역 경부선","126.9648039930","37.5294474595"
"i-PAD CU-SP1","043","77","김다운","02-3780-5568","서울특별시 용산구 한강대로23길 55 용산역 (한강로3가)","0237805410","9 10 승강장","(주)씨유메디칼시스템","용산역 경부선","126.9654203843","37.5298575973"
"HR-501-B","026","20","정성관","010-5240-3168","서울특별시 동대문구 전농로4길 38 (답십리동)","070-7788-4435","상인회사무실 2층","라디안큐바이오","답십리현대시장","127.0586487521","37.5667821026"
"AED-3100","047","45","김정희","02-6964-8035","서울특별시 성동구 고산자로2길 65 (행당동 서울숲리버뷰자이)","02-6964-8035","정문 경비실","니혼코헨","서울숲리버뷰자이아파트","127.0391722716","37.5557216072"
"NFK200(i-PAD)","055","72","정응교","02-419-1790","서울특별시 송파구 올림픽로 44 (잠실동)","02-419-1790","사무실 전면","(주)씨유메디칼","서울송파모범운전자회","127.0759368102","37.5106823860"
"HR 501-B","047","81","이은하","010-9533-0698","서울특별시 성동구 성수일로 34 경동초등학교 (성수동1가)","02461-0337","1층 로비","라디안","서울경동유치원","127.0500740371","37.5438252989"
"HeartPro NT-280","024","63","최응순","02-957-2884","서울특별시 동대문구 제기로 131 (청량리동 한신아파트)","957-2884","1층 노인정","(주)나눔테크","청량리한신아파트(분양)","127.0492261589","37.5880286972"
"HeartPro NT-280","024","63","최응순","02-957-2884","서울특별시 동대문구 제기로 131 (청량리동 한신아파트)","957-2884","관제실 내","(주)나눔테크","청량리한신아파트(분양)","127.0492261589","37.5880286972"
"Hearton A15-G4","065","45","천우직","02-535-4161","서울특별시 서초구 신반포로 194 강남고속버스터미널 (반포동)","010-5304-7348","지하 에스컬레이터 옆","메디아나","서울고속버스터미널(주)","127.0068357234","37.5064354738"
"Hearton A15-G4","065","45","천우직","02-535-4161","서울특별시 서초구 신반포로 194 강남고속버스터미널 (반포동)","010-5304-7348","신관 출입문 쪽 계단 옆","메디아나","서울고속버스터미널(주)","127.0068357234","37.5064354738"
"AED-3100","047","45","김정희","02-6964-8035","서울특별시 성동구 고산자로2길 65 (행당동 서울숲리버뷰자이)","02-6964-8035","지원실","니혼코헨","서울숲리버뷰자이아파트","127.0388365062","37.5561985260"
"라다안AED","034","68","이병헌","010-4266-2125","서울특별시 은평구 백련산로 67 (응암동 백련산파크자이)","02-6949-5951","관리사무소","라디안","백련산파크자이","126.9216268131","37.5927865794"
"SAM 350P","013","00","김대은","0109533-1370","서울특별시 도봉구 도봉산길 92-3 도봉산구조대대피소 (도봉동)","02-954-2119","도봉산구조대 대피소","HeartSine Tehnologies","국립공원공단(북한산국립공원도봉사무소)","127.0191879544","37.6963773470"
"PAD 350P","013","00","김대은","0109533-1370","서울특별시 도봉구 도봉산길 92-3 도봉산구조대대피소 (도봉동)","02-954-2119","도봉산구조대대피소","HartSine Tehnolohies","국립공원공단(북한산국립공원도봉사무소)","127.0193008936","37.6963986817"
"SAM 350P","013","00","김대은","0109533-1370","서울특별시 도봉구 도봉산길 92-3 도봉산구조대대피소 (도봉동)","02-954-2119","도봉산구조대 대피소","HartSine Tehnolohies","국립공원공단(북한산국립공원도봉사무소)","127.0193008936","37.6963986817"
"SAM 350P","013","00","김대은","0109533-1370","서울특별시 도봉구 도봉산길 92-3 도봉산구조대대피소 (도봉동)","02-954-2119","도봉산구조대 대피소","HartSine Tehnolohies","국립공원공단(북한산국립공원도봉사무소)","127.0192843219","37.6963322825"
"HeartOn A15-G4","152","886","박수정","070-8277-6471","서울특별시 구로구 신도림로19길 44 (신도림동)","070-5148-0871","1층 중앙현관 앞","㈜메디아나","서울신도림초등학교","126.8832547742","37.5119858316"
"HeartOn A15-G4","152","887","양순자","02-2676-8644","서울특별시 구로구 신도림로 26 (신도림동)","0226768644","보건실옆","메디아나","서울신미림초등학교","126.8795527403","37.5071419203"
"HeartOn A15-G4","152","834","김배선","02-2613-5276","서울특별시 구로구 고척로33길 34 (고척동)","070-5096-8777","본관 중앙현관 행정실 앞","㈜메디아나","서울세곡초등학교","126.8491192689","37.5050562821"
"HeartSaver-A","073","22","조길형","02-782-0091","서울특별시 영등포구 여의나루로 7 광장아파트","02-782-0091","5동 1-2라인 지하 관리사무소 내","나눔테크","광장아파트(여의도)","126.9209632864","37.5199206846"
"i-PAD NFK200","034","47","김남일","070-5129-0065","서울특별시 은평구 증산로15길 61 상신중학교","02-305-5136","1층 중앙현관 계단 옆","씨유메디칼시스템","상신중학교","126.9064249346","37.5897854748"
"HeartOn A15-G4","152","883","최선미","02-2684-2300","서울특별시 구로구 오리로21길 2 (궁동)","0226842300","1층 입구","㈜메디아나","오류고등학교","126.827393436","37.5000890288"
"HeartOn A15-G4","152","883","변재신","02-2610-1653","서울특별시 구로구 부일로 917 (궁동)","0226101653","1층 서쪽 현관","메디아나","우신중학교","126.8263535997","37.4949023087"
"i-PAD NFK200","034","75","서민정","02-388-4033","서울특별시 은평구 백련산로 134-6 영락중학교","02-388-4031","영락중학교 신관한경직관 2층 교무센터 내","씨유메디칼시스템","영락중학교","126.9251803164","37.5969602955"
"HeartOn A15-G4","152","842","박민아","02-862-7192","서울특별시 구로구 가마산로27길 69 (구로동)","028627192","본관 중앙현관","메디아나","서울신구로초등학교","126.8897631295","37.4996600321"
"HeartOn A15-G4","152","890","김서진","070-4173-5634","서울특별시 구로구 경인로19길 39 (오류동)","07041735634","교무실 앞","㈜메디아나","서울오류초등학교","126.8420711066","37.4985886659"
"HeartOn A15-G4","152","800","한경아","02-862-7192","서울특별시 구로구 남부순환로105길 218 (가리봉동)","02861-0426","본관 1층 보건실","메디아나","서울영일초등학교","126.8838133995","37.4856453870"
"HeartOn A15-G4","152","895","이지은","070-4015-5520","서울특별시 구로구 경인로2길 10 (오류동)","010-4084-7840","1층 보건실 앞","메디아나","서울오정초등학교","126.8264391944","37.4901656647"
"HeartOn A15-G4","152","090","양순자","02-2683-1291","서울특별시 구로구 개봉로11길 98 (개봉동)","02-6477-3817","중앙현관","메디아나","서울개웅초등학교","126.8499822688","37.4885713176"
"HeartOn A15-G4","152","826","이규리","02-2617-0594","서울특별시 구로구 중앙로 6 (고척동)","0226170594","1층 현관 입구","㈜메디아나","서울고산초등학교","126.8647738380","37.4989736330"
"HeartOn A15-G4","152","826","오하은","02-2066-0960","서울특별시 구로구 경인로46길 13 (고척동)","0220660960","보건실 앞","㈜메디아나","서울고원초등학교","126.8657985894","37.4976124810"
"HeartOn A15-G4","152","828","권미경","02-2616-8057","서울특별시 구로구 경서로 31 (고척동)","0226168057","본관 1층 행정실 옆","메디아나","서울고척초등학교","126.8569805744","37.5009466669"
"HeartOn A15-G4","152","840","홍설희","02-890-4590","서울특별시 구로구 구로중앙로 48 (구로동)","028904590","중앙현관앞","㈜메디아나","구로중학교","126.8911021761","37.4948598125"
"HeartOn A15-G4","152","110","박은경","070-4269-1019","서울특별시 구로구 부일로9길 158 (궁동)","07042691019","보건실 내","㈜메디아나","서울정진학교","126.8219199475","37.4981635656"
"HeartOn A15-G4","152","847","홍성희","02-856-6436","서울특별시 구로구 도림로20길 35 (구로동)","028569568","1층 중앙현관","㈜메디아나","영서중학교","126.8956153501","37.4891154620"
"HeartOn A15-G4","152","857","이수향","070-8662-9959","서울특별시 구로구 구로중앙로27나길 9 (구로동)","070-4360-1119","보건실 앞","메디아나","서울구로초등학교","126.8865542735","37.4974618736"
"HeartOn A15-G4","152","130","최선희","02-2618-2835","서울특별시 구로구 천왕로 63 (천왕동)","02-6343-4300","3층 체육부실 앞","메디아나","천왕중학교","126.8373336034","37.4826544228"
"HeartOn A15-G4","152","899","강수경","02-2613-2787","서울특별시 구로구 서해안로21길 5-12 (오류동)","0226132787","2층 보건실","메디아나","덕일전자공업고등학교","126.8371344611","37.4905365201"
"HeartOn A15-G4","152","842","권효정","070-4896-2668","서울특별시 구로구 가마산로27길 17 (구로동)","07048962668","1층 보건실","㈜메디아나","영림중학교","126.8906916415","37.4972200699"
"HeartOn A15-G4","152","773","유이선","02-2631-1648","서울특별시 구로구 신도림로 87 (신도림동) 신도림1차동아아파트","0226311648","경로당 입구","㈜메디아나","신도림1차동아아파트","126.8822384152","37.5109612823"
"HeartPlus NT-180","024","57","김영미","02-968-4701","서울특별시 동대문구 회기로 90 (청량리동 206-44)","962-0538","본관 보건실 앞 복도","나눔테크","홍릉초등학교","127.0477051243","37.5906875196"
"i-PAD NFK200","087","92","박향미","872-8061","서울특별시 관악구 낙성대로 23 서울인헌초등학교 (봉천동)","02-872-8061","본관1층 중앙현관","씨유메디칼시스템","서울인헌초등학교","126.9598656242","37.4767532754"
"HeartOn A15-G4","014","14","구희귀","010-9682-1974","서울특별시 도봉구 노해로67길 14","02-6006-5900","3층 객장","메디아나","한국마사회도봉센터","127.0493799415","37.6522913073"
"HeartOn A15-G4","014","14","구희귀","010-9682-1974","서울특별시 도봉구 노해로67길 14","02-6006-5900","10층 객장","메디아나","한국마사회도봉센터","127.0493799415","37.6522913073"
"HeartPlus NT-180","052","83","김진","02-428-0348","서울특별시 강동구 천호대로 1477","02-428-0348","본관2층 보건실 옆","(주)나눔테크","상일초등학교","127.1726616740","37.5475717227"
"HeartPlus NT-180","025","41","한정윤","010-3171-0428","서울특별시 동대문구 사가정로 66 (전농동 298)","2247-0291","중앙현관 옆 벽면","나눔테크","전농초등학교","127.0543331391","37.5747303146"
"HeartPlus NT-180","025","83","양미현","010-8953-9814","서울특별시 동대문구 천호대로13길 43 (용두동 237-1)","927-4892","본관 1층 우측 현관","나눔테크","용두초등학교","127.0283871928","37.5764130924"
"HeartOnA15G4","041","36","이연성","02-715-1749","서울특별시 마포구 백범로17길 9","02-715-7149","본관1층 교무실 앞","메디아나","서울용강초등학교","126.9440442550","37.5491021515"
"Heartsaver-A","070","00","김정미","02-3477-9473","서울특별시 동작구 사당로23나길 27","02-3477-9473","2층 강당앞","나눔테크","서울삼일초등학교","126.9751885157","37.4882593140"
"HeartPlus NT-180","024","79","이지혜","010-3188-5920","서울특별시 동대문구 고산자로 518 (제기동 678)","967-8161","1층 중앙현관 시청각실 앞중앙계단 옆","나눔테크","홍파초등학교","127.0395198603","37.5862031506"
"HeartOn A15-G4","012","15","김지연","010-2073-7747","서울특별시 강북구 도봉로 74 햇빛병원 (미아동)","02-983-7771","3층 로비","메디아나","햇빛병원","127.0303775867","37.6157427184"
"HeartOn A15-G4","012","11","이지애","010-7127-0471","서울특별시 강북구 도봉로13가길 19 영훈국제중학교","02-970-4602","1층 현관 출잎문 옆(행정실 앞)","메디아나","영훈국제중학교","127.0280933187","37.6146818749"
"HeartOnA15-G4","014","89","정교은","070-7602-3438","서울특별시 도봉구 덕릉로66길 22","070-7602-3485","1층 중앙현관","메디아나","서울외국어고등학교","127.0515108489","37.6457794408"
"AED-2100K","010","95","정영희","010-7722-6102","서울특별시 강북구 인수봉로 119-20 정인학교","02-983-4321","2층 보건실 옆","니혼코덴","서울정인학교","127.0119237638","37.6309568080"
"HeartPlus NT-180","025","06","신지원","02-2244-5097","서울특별시 동대문구 사가정로13길 71 전농중학교","2242-6652","본관 1층 교무실 옆","나눔테크","전농중학교","127.0592794348","37.5820442761"
"AED-2100K","013","18","양지선","02-3491-1428","서울특별시 도봉구 마들로 849","02-3491-1428","1층 보건실","니혼코덴","누원고등학교","127.0499330226","37.6855674263"
